"province","ioic_industry","year","count"
"Nova Scotia","Motor vehicle body and trailer manufacturing  [BS33620]","2018",1
"Nova Scotia","Motor vehicle body and trailer manufacturing  [BS33620]","2019",0
"Nova Scotia","Motor vehicle body and trailer manufacturing  [BS33620]","2020",0
"Nova Scotia","Motor vehicle body and trailer manufacturing  [BS33620]","2021",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2012",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2013",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2014",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2015",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2016",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2017",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2018",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2019",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2020",0
"Nova Scotia","Motor vehicle parts manufacturing  [BS33630]","2021",0
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2012",8
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2013",8
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2014",4
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2015",5
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2016",10
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2017",11
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2018",6
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2019",7
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2020",14
"Nova Scotia","Aerospace product and parts manufacturing  [BS33640]","2021",17
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2012",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2013",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2014",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2015",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2016",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2017",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2018",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2019",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2020",0
"Nova Scotia","Railroad rolling stock manufacturing  [BS33650]","2021",0
"Nova Scotia","Ship and boat building  [BS33660]","2012",5
"Nova Scotia","Ship and boat building  [BS33660]","2013",2
"Nova Scotia","Ship and boat building  [BS33660]","2014",3
"Nova Scotia","Ship and boat building  [BS33660]","2015",5
"Nova Scotia","Ship and boat building  [BS33660]","2016",4
"Nova Scotia","Ship and boat building  [BS33660]","2017",6
"Nova Scotia","Ship and boat building  [BS33660]","2018",8
"Nova Scotia","Ship and boat building  [BS33660]","2019",9
"Nova Scotia","Ship and boat building  [BS33660]","2020",9
"Nova Scotia","Ship and boat building  [BS33660]","2021",11
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2012",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2013",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2014",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2015",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2016",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2017",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2018",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2019",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2020",0
"Nova Scotia","Other transportation equipment manufacturing  [BS33690]","2021",0
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2012",5
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2013",4
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2014",2
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2015",2
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2016",2
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2017",4
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2018",5
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2019",5
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2020",2
"Nova Scotia","Furniture and related product manufacturing  [BS33700]","2021",2
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2012",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2013",5
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2014",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2015",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2016",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2017",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2018",7
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2019",7
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2020",3
"Nova Scotia","Miscellaneous manufacturing  [BS33900]","2021",3
"Nova Scotia","Total, households","2012",5125
"Nova Scotia","Total, households","2013",4782
"Nova Scotia","Total, households","2014",4445
"Nova Scotia","Total, households","2015",4975
"Nova Scotia","Total, households","2016",4648
"Nova Scotia","Total, households","2017",4772
"Nova Scotia","Total, households","2018",4918
"Nova Scotia","Total, households","2019",4777
"Nova Scotia","Total, households","2020",4114
"Nova Scotia","Total, households","2021",4073
"Nova Scotia","Households: Motor fuels and lubricants","2012",2619
"Nova Scotia","Households: Motor fuels and lubricants","2013",2333
"Nova Scotia","Households: Motor fuels and lubricants","2014",2159
"Nova Scotia","Households: Motor fuels and lubricants","2015",2545
"Nova Scotia","Households: Motor fuels and lubricants","2016",2563
"Nova Scotia","Households: Motor fuels and lubricants","2017",2690
"Nova Scotia","Households: Motor fuels and lubricants","2018",2765
"Nova Scotia","Households: Motor fuels and lubricants","2019",2749
"Nova Scotia","Households: Motor fuels and lubricants","2020",2219
"Nova Scotia","Households: Motor fuels and lubricants","2021",2320
"Nova Scotia","Households: Electricity and other fuels","2012",2506
"Nova Scotia","Households: Electricity and other fuels","2013",2448
"Nova Scotia","Households: Electricity and other fuels","2014",2286
"Nova Scotia","Households: Electricity and other fuels","2015",2429
"Nova Scotia","Households: Electricity and other fuels","2016",2085
"Nova Scotia","Households: Electricity and other fuels","2017",2083
"Nova Scotia","Households: Electricity and other fuels","2018",2153
"Nova Scotia","Households: Electricity and other fuels","2019",2028
"Nova Scotia","Households: Electricity and other fuels","2020",1895
"Nova Scotia","Households: Electricity and other fuels","2021",1753
"New Brunswick","Total, industries and households","2012",19657
"New Brunswick","Total, industries and households","2013",17956
"New Brunswick","Total, industries and households","2014",16698
"New Brunswick","Total, industries and households","2015",18238
"New Brunswick","Total, industries and households","2016",19209
"New Brunswick","Total, industries and households","2017",18119
"New Brunswick","Total, industries and households","2018",17973
"New Brunswick","Total, industries and households","2019",17014
"New Brunswick","Total, industries and households","2020",15665
"New Brunswick","Total, industries and households","2021",16139
"New Brunswick","Total, industries","2012",15096
"New Brunswick","Total, industries","2013",13868
"New Brunswick","Total, industries","2014",12567
"New Brunswick","Total, industries","2015",13489
"New Brunswick","Total, industries","2016",14825
"New Brunswick","Total, industries","2017",14386
"New Brunswick","Total, industries","2018",14436
"New Brunswick","Total, industries","2019",13768
"New Brunswick","Total, industries","2020",12910
"New Brunswick","Total, industries","2021",13527
"New Brunswick","Animal food manufacturing  [BS31110]","2012",4
"New Brunswick","Animal food manufacturing  [BS31110]","2013",3
"New Brunswick","Animal food manufacturing  [BS31110]","2014",3
"New Brunswick","Animal food manufacturing  [BS31110]","2015",5
"New Brunswick","Animal food manufacturing  [BS31110]","2016",8
"New Brunswick","Animal food manufacturing  [BS31110]","2017",9
"New Brunswick","Animal food manufacturing  [BS31110]","2018",7
"New Brunswick","Animal food manufacturing  [BS31110]","2019",5
"New Brunswick","Animal food manufacturing  [BS31110]","2020",5
"New Brunswick","Animal food manufacturing  [BS31110]","2021",4
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2012",3
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2013",3
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2014",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2015",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2016",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2017",3
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2018",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2019",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2020",2
"New Brunswick","Sugar and confectionery product manufacturing  [BS31130]","2021",3
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2012",99
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2013",98
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2014",64
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2015",77
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2016",38
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2017",56
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2018",51
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2019",70
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2020",13
"New Brunswick","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2021",13
"New Brunswick","Dairy product manufacturing  [BS31150]","2012",9
"New Brunswick","Dairy product manufacturing  [BS31150]","2013",7
"New Brunswick","Dairy product manufacturing  [BS31150]","2014",3
"New Brunswick","Dairy product manufacturing  [BS31150]","2015",5
"New Brunswick","Dairy product manufacturing  [BS31150]","2016",13
"New Brunswick","Dairy product manufacturing  [BS31150]","2017",10
"New Brunswick","Dairy product manufacturing  [BS31150]","2018",6
"New Brunswick","Dairy product manufacturing  [BS31150]","2019",8
"New Brunswick","Dairy product manufacturing  [BS31150]","2020",7
"New Brunswick","Dairy product manufacturing  [BS31150]","2021",7
"New Brunswick","Meat product manufacturing  [BS31160]","2012",6
"New Brunswick","Meat product manufacturing  [BS31160]","2013",4
"New Brunswick","Meat product manufacturing  [BS31160]","2014",8
"New Brunswick","Meat product manufacturing  [BS31160]","2015",16
"New Brunswick","Meat product manufacturing  [BS31160]","2016",17
"New Brunswick","Meat product manufacturing  [BS31160]","2017",17
"New Brunswick","Meat product manufacturing  [BS31160]","2018",7
"New Brunswick","Meat product manufacturing  [BS31160]","2019",17
"New Brunswick","Meat product manufacturing  [BS31160]","2020",17
"New Brunswick","Meat product manufacturing  [BS31160]","2021",16
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2012",50
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2013",47
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2014",44
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2015",34
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2016",39
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2017",34
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2018",41
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2019",31
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2020",23
"New Brunswick","Seafood product preparation and packaging  [BS31170]","2021",21
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2012",10
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2013",13
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2014",15
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2015",13
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2016",11
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2017",7
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2018",8
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2019",8
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2020",8
"New Brunswick","Miscellaneous food manufacturing  [BS311A0]","2021",8
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2012",8
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2013",7
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2014",11
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2015",10
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2016",11
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2017",9
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2018",8
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2019",4
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2020",4
"New Brunswick","Soft drink and ice manufacturing  [BS31211]","2021",4
"New Brunswick","Breweries  [BS31212]","2012",21
"New Brunswick","Breweries  [BS31212]","2013",18
"New Brunswick","Breweries  [BS31212]","2014",17
"New Brunswick","Breweries  [BS31212]","2015",19
"New Brunswick","Breweries  [BS31212]","2016",34
"New Brunswick","Breweries  [BS31212]","2017",21
"New Brunswick","Breweries  [BS31212]","2018",15
"New Brunswick","Breweries  [BS31212]","2019",20
"New Brunswick","Breweries  [BS31212]","2020",30
"New Brunswick","Breweries  [BS31212]","2021",28
"New Brunswick","Wineries and distilleries  [BS3121A]","2012",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2013",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2014",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2015",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2016",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2017",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2018",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2019",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2020",0
"New Brunswick","Wineries and distilleries  [BS3121A]","2021",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2012",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2013",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2014",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2015",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2016",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2017",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2018",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2019",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2020",0
"New Brunswick","Tobacco manufacturing  [BS31220]","2021",0
"New Brunswick","Textile and textile product mills  [BS31A00]","2012",2
"New Brunswick","Textile and textile product mills  [BS31A00]","2013",1
"New Brunswick","Textile and textile product mills  [BS31A00]","2014",1
"New Brunswick","Textile and textile product mills  [BS31A00]","2015",1
"New Brunswick","Textile and textile product mills  [BS31A00]","2016",2
"New Brunswick","Textile and textile product mills  [BS31A00]","2017",2
"New Brunswick","Textile and textile product mills  [BS31A00]","2018",2
"New Brunswick","Textile and textile product mills  [BS31A00]","2019",1
"New Brunswick","Textile and textile product mills  [BS31A00]","2020",1
"New Brunswick","Textile and textile product mills  [BS31A00]","2021",1
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2012",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2013",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2014",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2015",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2016",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2017",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2018",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2019",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2020",0
"New Brunswick","Clothing and leather and allied product manufacturing  [BS31B00]","2021",0
"New Brunswick","Wood product manufacturing  [BS32100] 12","2012",305
"New Brunswick","Wood product manufacturing  [BS32100] 12","2013",289
"New Brunswick","Wood product manufacturing  [BS32100] 12","2014",206
"New Brunswick","Wood product manufacturing  [BS32100] 12","2015",282
"New Brunswick","Wood product manufacturing  [BS32100] 12","2016",326
"New Brunswick","Wood product manufacturing  [BS32100] 12","2017",584
"New Brunswick","Wood product manufacturing  [BS32100] 12","2018",773
"New Brunswick","Wood product manufacturing  [BS32100] 12","2019",642
"New Brunswick","Wood product manufacturing  [BS32100] 12","2020",662
"New Brunswick","Wood product manufacturing  [BS32100] 12","2021",454
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2012",2828
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2013",2827
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2014",2364
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2015",2636
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2016",3406
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2017",3487
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2018",3623
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2019",3353
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2020",3365
"New Brunswick","Pulp, paper and paperboard mills  [BS32210] 12","2021",3518
"New Brunswick","Converted paper product manufacturing  [BS32220]","2012",6
"New Brunswick","Converted paper product manufacturing  [BS32220]","2013",5
"New Brunswick","Converted paper product manufacturing  [BS32220]","2014",3
"New Brunswick","Converted paper product manufacturing  [BS32220]","2015",9
"New Brunswick","Converted paper product manufacturing  [BS32220]","2016",4
"New Brunswick","Converted paper product manufacturing  [BS32220]","2017",4
"New Brunswick","Converted paper product manufacturing  [BS32220]","2018",5
"New Brunswick","Converted paper product manufacturing  [BS32220]","2019",8
"New Brunswick","Converted paper product manufacturing  [BS32220]","2020",8
"New Brunswick","Converted paper product manufacturing  [BS32220]","2021",8
"New Brunswick","Printing and related support activities  [BS32300]","2012",2
"New Brunswick","Printing and related support activities  [BS32300]","2013",1
"New Brunswick","Printing and related support activities  [BS32300]","2014",1
"New Brunswick","Printing and related support activities  [BS32300]","2015",1
"New Brunswick","Printing and related support activities  [BS32300]","2016",1
"New Brunswick","Printing and related support activities  [BS32300]","2017",1
"New Brunswick","Printing and related support activities  [BS32300]","2018",1
"New Brunswick","Printing and related support activities  [BS32300]","2019",1
"New Brunswick","Printing and related support activities  [BS32300]","2020",1
"New Brunswick","Printing and related support activities  [BS32300]","2021",1
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2012",2706
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2013",2582
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2014",2518
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2015",2380
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2016",2848
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2017",3008
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2018",2378
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2019",2802
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2020",2799
"New Brunswick","Petroleum and coal product manufacturing  [BS32400]","2021",2667
"New Brunswick","Basic chemical manufacturing  [BS32510]","2012",3
"New Brunswick","Basic chemical manufacturing  [BS32510]","2013",5
"New Brunswick","Basic chemical manufacturing  [BS32510]","2014",4
"New Brunswick","Basic chemical manufacturing  [BS32510]","2015",9
"New Brunswick","Basic chemical manufacturing  [BS32510]","2016",5
"New Brunswick","Basic chemical manufacturing  [BS32510]","2017",9
"New Brunswick","Basic chemical manufacturing  [BS32510]","2018",10
"New Brunswick","Basic chemical manufacturing  [BS32510]","2019",18
"New Brunswick","Basic chemical manufacturing  [BS32510]","2020",27
"New Brunswick","Basic chemical manufacturing  [BS32510]","2021",22
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2012",4
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2013",7
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2014",10
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2015",9
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2016",15
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2017",15
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2018",14
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2019",14
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2020",25
"New Brunswick","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2021",22
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2012",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2013",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2014",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2015",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2016",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2017",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2018",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2019",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2020",0
"New Brunswick","Pharmaceutical and medicine manufacturing  [BS32540]","2021",0
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2012",2
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2013",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2014",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2015",0
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2016",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2017",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2018",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2019",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2020",1
"New Brunswick","Miscellaneous chemical product manufacturing  [BS325C0] 13","2021",0
"New Brunswick","Plastic product manufacturing  [BS32610]","2012",9
"New Brunswick","Plastic product manufacturing  [BS32610]","2013",8
"New Brunswick","Plastic product manufacturing  [BS32610]","2014",16
"New Brunswick","Plastic product manufacturing  [BS32610]","2015",9
"New Brunswick","Plastic product manufacturing  [BS32610]","2016",8
"New Brunswick","Plastic product manufacturing  [BS32610]","2017",8
"New Brunswick","Plastic product manufacturing  [BS32610]","2018",13
"New Brunswick","Plastic product manufacturing  [BS32610]","2019",12
"New Brunswick","Plastic product manufacturing  [BS32610]","2020",15
"New Brunswick","Plastic product manufacturing  [BS32610]","2021",15
"New Brunswick","Rubber product manufacturing  [BS32620]","2012",2
"New Brunswick","Rubber product manufacturing  [BS32620]","2013",2
"New Brunswick","Rubber product manufacturing  [BS32620]","2014",2
"New Brunswick","Rubber product manufacturing  [BS32620]","2015",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2016",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2017",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2018",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2019",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2020",1
"New Brunswick","Rubber product manufacturing  [BS32620]","2021",1
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2012",36
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2013",21
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2014",19
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2015",33
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2016",116
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2017",140
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2018",148
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2019",158
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2020",143
"New Brunswick","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2021",149
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2012",21
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2013",22
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2014",3
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2015",3
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2016",10
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2017",10
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2018",26
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2019",13
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2020",21
"New Brunswick","Cement and concrete product manufacturing  [BS32730]","2021",23
"New Brunswick","Primary metal manufacturing  [BS33100]","2012",166
"New Brunswick","Primary metal manufacturing  [BS33100]","2013",172
"New Brunswick","Primary metal manufacturing  [BS33100]","2014",74
"New Brunswick","Primary metal manufacturing  [BS33100]","2015",164
"New Brunswick","Primary metal manufacturing  [BS33100]","2016",142
"New Brunswick","Primary metal manufacturing  [BS33100]","2017",199
"New Brunswick","Primary metal manufacturing  [BS33100]","2018",206
"New Brunswick","Primary metal manufacturing  [BS33100]","2019",31
"New Brunswick","Primary metal manufacturing  [BS33100]","2020",1
"New Brunswick","Primary metal manufacturing  [BS33100]","2021",0
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2012",22
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2013",23
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2014",24
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2015",18
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2016",19
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2017",13
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2018",17
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2019",18
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2020",21
"New Brunswick","Fabricated metal product manufacturing  [BS33200]","2021",21
"New Brunswick","Machinery manufacturing  [BS33300]","2012",6
"New Brunswick","Machinery manufacturing  [BS33300]","2013",7
"New Brunswick","Machinery manufacturing  [BS33300]","2014",6
"New Brunswick","Machinery manufacturing  [BS33300]","2015",3
"New Brunswick","Machinery manufacturing  [BS33300]","2016",3
"New Brunswick","Machinery manufacturing  [BS33300]","2017",4
"New Brunswick","Machinery manufacturing  [BS33300]","2018",3
"New Brunswick","Machinery manufacturing  [BS33300]","2019",6
"New Brunswick","Machinery manufacturing  [BS33300]","2020",7
"New Brunswick","Machinery manufacturing  [BS33300]","2021",7
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2012",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2013",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2014",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2015",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2016",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2017",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2018",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2019",0
"New Brunswick","Computer and peripheral equipment manufacturing  [BS33410]","2020",0
